State,StateName,DistrictName,Phone,Website,Address,City,StateAbbr,Zip,NCES_ID,Type,LowestGrade,HighestGrade,Superintendent
ID,IDAHO,ONEIDA COUNTY DISTRICT,(208)766-4701,,195 SOUTH 300 EAST,MALAD,ID,83252,1602490,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,OROFINO JOINT DISTRICT,(208)476-5593,,1145 RIVERSIDE AVENUE,OROFINO,ID,83544,1602520,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,PARMA DISTRICT,(208)722-4069,,805 EAST MCCONNELL,PARMA,ID,83660,1602550,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,PAYETTE JOINT DISTRICT,(208)642-9366,,1312 1ST AVENUE NORTH,PAYETTE,ID,83661,1602580,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,PLEASANT VALLEY ELEMENTARY DISTRICT,(208)583-2420,,28026 JUNIPER MOUNTAIN ROAD,JORDAN VALLEY,OR,97910,1602610,Regular public school district that is not a component of a supervisory union,PK,08,
ID,IDAHO,POCATELLO DISTRICT,(208)232-3563,,3115 POLE LINE ROAD,POCATELLO,ID,83201,1602640,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,POST FALLS DISTRICT,(208)773-1658,,206 WEST MULLAN AVENUE,POST FALLS,ID,83877,1602670,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,POTLATCH DISTRICT,(208)875-0327,,635 PINE STREET,POTLATCH,ID,83855,1602700,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,PRAIRIE ELEMENTARY DISTRICT,(208)868-3243,,73 SMITH CREEK ROAD,PRAIRIE,ID,83647,1602730,Regular public school district that is not a component of a supervisory union,KG,08,
ID,IDAHO,RICHFIELD DISTRICT,(208)487-2790,,555 NORTH TIGER DRIVE,RICHFIELD,ID,83349,1602760,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,RIRIE JOINT DISTRICT,(208)538-7482,,260 1ST WEST,RIRIE,ID,83443,1602790,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,ROCKLAND DISTRICT,(208)548-2221,,321 EAST CENTER STREET,ROCKLAND,ID,83271,1602820,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SALMON DISTRICT,(208)756-4271,,1501 BEAN LANE,SALMON,ID,83467,1602850,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SHELLEY JOINT DISTRICT,(208)357-3411,,545 SEMINARY AVENUE,SHELLEY,ID,83274,1602910,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SHOSHONE JOINT DISTRICT,(208)886-2338,,61 EAST HIGHWAY 24,SHOSHONE,ID,83352,1602940,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SNAKE RIVER DISTRICT,(208)684-3001,,103 SOUTH 900 WEST,BLACKFOOT,ID,83221,1602970,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SODA SPRINGS JOINT DISTRICT,(208)547-3371,,250 EAST 2ND SOUTH,SODA SPRINGS,ID,83276,1603000,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SOUTH LEMHI DISTRICT,(208)768-2441,,111 SOUTH THIRD STREET,LEADORE,ID,83464,1603030,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,ST MARIES JOINT DISTRICT,(208)582-2579,,240 SOUTH 11TH STREET,ST MARIES,ID,83861,1603060,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SUGAR-SALEM JOINT DISTRICT,(208)356-8802,,105 WEST CENTER STREET,SUGAR CITY,ID,83448,1603090,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,SWAN VALLEY ELEMENTARY DISTRICT,(208)483-2405,,3389 HIGHWAY 26,IRWIN,ID,83428,1603120,Regular public school district that is not a component of a supervisory union,PK,08,
ID,IDAHO,TETON COUNTY DISTRICT,(208)354-2207,,481 NORTH MAIN STREET,DRIGGS,ID,83422,1603180,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,THREE CREEK JOINT ELEMENTARY DISTRICT,(208)857-2281,,49907 THREE CREEK ROAD,ROGERSON,ID,83302,1603210,Regular public school district that is not a component of a supervisory union,PK,08,
ID,IDAHO,TWIN FALLS DISTRICT,(208)733-6900,,201 MAIN AVENUE WEST,TWIN FALLS,ID,83301,1603240,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,VALLEY DISTRICT,(208)829-5333,,882 VALLEY ROAD SOUTH,HAZELTON,ID,83335,1603270,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WALLACE DISTRICT,(208)753-4515,,501 WESTERN AVENUE,SILVERTON,ID,83867,1603300,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WEISER DISTRICT,(208)414-0616,,925 PIONEER ROAD,WEISER,ID,83672,1603330,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WENDELL DISTRICT,(208)536-2418,,150 EAST MAIN STREET,WENDELL,ID,83355,1603360,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WEST JEFFERSON DISTRICT,(208)663-4542,,1256 EAST 1500 NORTH,TERRETON,ID,83450,1603400,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WEST SIDE JOINT DISTRICT,(208)747-3502,,626 NORTH WEST SIDE HIGHWAY,DAYTON,ID,83232,1603420,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,WILDER DISTRICT,(208)482-6228,,210 A AVENUE EAST,WILDER,ID,83676,1603480,Regular public school district that is not a component of a supervisory union,PK,12,
ID,IDAHO,IDAHO BUREAU OF EDUCATIONAL SERVICES FOR THE DEAF AND THE BL,(208)934-4457,,1450 MAIN STREET,GOODING,ID,83330,1603511,State operated agency,PK,12,
ID,IDAHO,GEM PREP: TWIN FALLS LLC,(208)735-5646,,151 FEDERATION ROAD,TWIN FALLS,ID,83301,1603512,Independent charter district,KG,08,
ID,IDAHO,KOOTENAI CLASSICAL ACADEMY INC,(208)332-6800,,4318 NORTH FENNECUS ROAD,POST FALLS,ID,83854,1603513,Independent charter district,PK,09,
ID,IDAHO,PINECREST ACADEMY OF LEWISTON INC,(208)332-6800,,1212 9TH AVENUE,LEWISTON,ID,83501,1603514,Independent charter district,KG,06,
ID,IDAHO,PROMISE ACADEMY INC,(208)332-6800,,28371 EL PASO ROAD,CALDWELL,ID,83607,1603515,Independent charter district,06,12,
IL,ILLINOIS,River Ridge CUSD 210,(815)858-9005,http://riverridge210.org,4141 IL Route 84 S,Hanover,IL,61041,1700001,Regular public school district that is not a component of a supervisory union,PK,12,Mrs. Colleen Fox
IL,ILLINOIS,Casey-Westfield CUSD 4C,(217)932-2184,http://caseywestfield.org,401 E Main St,Casey,IL,62420,1700002,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Mike Shackelford
IL,ILLINOIS,Blue Ridge CUSD 18,(309)928-9141,http://www.blueridge18.org,411 N John St,Farmer City,IL,61842,1700003,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Ryan Peyton
IL,ILLINOIS,Norris City-Omaha-Enfield CUSD 3,(618)378-3222,http://www.ncoehs.white.k12.il.us,409 E 3rd St,Norris City,IL,62869,1700004,Regular public school district that is not a component of a supervisory union,KG,12,Mr. Matt Vollman
IL,ILLINOIS,Prairie Central CUSD 8,(815)692-2504,,605 N 7th St,Fairbury,IL,61739,1700005,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Brian Quam
IL,ILLINOIS,IDJJ Sch Dist 428,(312)814-4464,http://www.idoc.state.il.us,1112 S Wabash Ave Ste 200,Chicago,IL,60605,1700006,State operated agency,06,12,Dr. Tresa D Dunbar
IL,ILLINOIS,Eastland CUSD 308,(815)864-2300,http://www.eastland308.com,601 S Chestnut St,Shannon,IL,61078,1700007,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Alex Kashner
IL,ILLINOIS,Pinckneyville SD 50,(618)357-5161,http://www.jrpanther.com,301 W Mulberry St,Pinckneyville,IL,62274,1700009,Regular public school district that is not a component of a supervisory union,PK,08,Mr. Brian Pasero
IL,ILLINOIS,Beach Park CCSD 3,(847)599-5070,http://bpd3.org,11315 W Wadsworth Rd,Beach Park,IL,60099,1700010,Regular public school district that is not a component of a supervisory union,PK,08,Dr. Denise Wilcox
IL,ILLINOIS,Goreville CUD 1,(618)995-9831,http://www.gorevilleschools.com,201 S Ferne Clyffe Rd,Goreville,IL,62939,1700014,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Jonathan  Green
IL,ILLINOIS,Joppa-Maple Grove UD 38,(618)543-7589,http://www.joppa38.com,911 Joppa North Ave,Joppa,IL,62953,1700015,Regular public school district that is not a component of a supervisory union,PK,12,Greg Goins
IL,ILLINOIS,Eastern IL Area of Spec Educ,(844)999-9001,,5837 Park Dr Ste 1,Charleston,IL,61920,1700023,Specialized public school district,PK,12,
IL,ILLINOIS,A E R O  Spec Educ Coop,(708)496-3330,,5400 W 77th St,Burbank,IL,60459,1700024,Specialized public school district,N,N,
IL,ILLINOIS,Speed SEJA #802,(708)481-6100,,1125 Division St,Chicago Heights,IL,60411,1700029,Specialized public school district,N,N,
IL,ILLINOIS,Proviso Area Exceptional Child,(708)450-2100,,1000 Van Buren St,Maywood,IL,60153,1700030,Specialized public school district,N,N,
IL,ILLINOIS,TrueNorth Educl Cooprtv 804,(847)831-5100,,760 Red Oak Ln,Highland Park,IL,60035,1700031,Specialized public school district,KG,12,
IL,ILLINOIS,NW Suburban Spec Educ Org,(847)463-8100,,799 W Kensington Rd,Mt Prospect,IL,60056,1700032,Specialized public school district,N,N,
IL,ILLINOIS,Philip J Rock Center and School,(630)790-2474,,818 Du Page Blvd,Glen Ellyn,IL,60137,1700039,Specialized public school district,N,N,
IL,ILLINOIS,Gibson City-Melvin-Sibley CUSD 5,(217)784-8296,http://www.gcmsk12.org,307 N Sangamon Ave,Gibson City,IL,60936,1700041,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Jeremy Darnell
IL,ILLINOIS,Farmington Central CUSD 265,(309)245-1000,http://www.dist265.com,212 N Lightfoot Rd,Farmington,IL,61531,1700044,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Zac Chatterton
IL,ILLINOIS,Gallatin CUSD 7,(618)272-3821,http://www.roe20.k12.il.us,5175 Highway 13,Junction,IL,62954,1700045,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Judy R Kaegi
IL,ILLINOIS,Franklin-Jefferson Co Sp Ed Dist,(618)439-7231,,409 E Park St,Benton,IL,62812,1700048,Specialized public school district,KG,04,
IL,ILLINOIS,Iroquois Special Education,(815)683-2662,,106 E Front St,Gilman,IL,60938,1700051,Specialized public school district,N,N,
IL,ILLINOIS,Tri-County Sp Ed Jnt Agreement,(618)684-2109,,805 N 16Th St,Murphysboro,IL,62966,1700052,Specialized public school district,KG,12,
IL,ILLINOIS,Mid-Valley Special Ed Coop,(331)228-4873,,1304 Ronzheimer Ave,St Charles,IL,60174,1700054,Specialized public school district,N,N,
IL,ILLINOIS,Kankakee Area Spec Educ Coop,(815)422-4151,,100 W Dixie Hwy,Saint Anne,IL,60964,1700056,Specialized public school district,04,12,
IL,ILLINOIS,Spec Educ Dist Lake County/Sedol,(847)548-8470,,18160 W Gages Lake Rd,Grayslake,IL,60030,1700059,Specialized public school district,PK,12,
IL,ILLINOIS,Saunemin CCSD 438,(815)832-4421,http://www.saunemin.org,39 Main St,Saunemin,IL,61769,1700065,Regular public school district that is not a component of a supervisory union,PK,08,Mr. Gary Doughan
IL,ILLINOIS,Macon-Piatt Spec Educ Jnt Agr,(217)424-3030,,620 E Garfield Ave,Decatur,IL,62526,1700069,Specialized public school district,KG,12,
IL,ILLINOIS,Kaskaskia Spec Educ District,(618)532-4721,,224 S Locust St,Centralia,IL,62801,1700074,Specialized public school district,N,N,
IL,ILLINOIS,Marengo-Union E Cons D 165,(815)568-8323,http://marengo165.org,816 E Grant Hwy,Marengo,IL,60152,1700077,Regular public school district that is not a component of a supervisory union,PK,08,Dr. Lea Damisch
IL,ILLINOIS,Four Rivers Spec Educ Dist,(217)245-7174,,936 W Michigan Ave,Jacksonville,IL,62650,1700080,Specialized public school district,03,12,
IL,ILLINOIS,Ogle Co Education Cooperative,(815)234-2722,,417 N Colfax St,Byron,IL,61010,1700081,Specialized public school district,KG,12,
IL,ILLINOIS,Black Hawk Area Sp Ed District,(309)796-2500,,4670 11th St,East Moline,IL,61244,1700084,Specialized public school district,N,N,
IL,ILLINOIS,Tazewell-Mason Cntys Sp Ed Assoc,(309)347-5164,,300 Cedar St,Pekin,IL,61554,1700091,Specialized public school district,N,N,
IL,ILLINOIS,Georgetown-Ridge Farm CUD 4,(217)662-8488,http://www.grf.k12.il.us,502 W Mulberry St,Georgetown,IL,61846,1700092,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Jean M Neal
IL,ILLINOIS,Lincoln-Way Area Spec Ed JA Dist,(815)806-4600,,601 Willow St,Frankfort,IL,60423,1700097,Specialized public school district,PK,12,
IL,ILLINOIS,Dept of Human Services,(312)848-4721,,100 South Grand Ave E,Springfield,IL,62704,1700098,State operated agency,PK,12,
IL,ILLINOIS,ISU  Laboratory Schools,(309)438-8542,,ISU Campus Box 5300,Normal,IL,61790,1700099,Regular public school district that is not a component of a supervisory union,PK,12,
IL,ILLINOIS,University of Ill Lab School,(217)333-2870,,1212 W Springfield Ave,Urbana,IL,61801,1700100,Regular public school district that is not a component of a supervisory union,07,12,
IL,ILLINOIS,Il Mathematics & Science Academy,(630)907-5038,,1500 Sullivan Rd,Aurora,IL,60506,1700101,Regular public school district that is not a component of a supervisory union,10,12,
IL,ILLINOIS,Brussels CUSD 42,(618)883-2131,http://www.brussels42.net,155 School St,Brussels,IL,62013,1700102,Regular public school district that is not a component of a supervisory union,KG,12,Dr. Lori Hopkins
IL,ILLINOIS,New Holland-Middletown ED 88,(217)445-2421,http://www.nhm88.com,75 1250th St,Middletown,IL,62666,1700103,Regular public school district that is not a component of a supervisory union,PK,08,Mrs. Candi Shaver
IL,ILLINOIS,A-C Central CUSD 262,(217)476-8112,http://www.a-ccentral.com,501 W Buchanan St,Ashland,IL,62612,1700105,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Amy Zahm
IL,ILLINOIS,Heritage CUSD 8,(217)896-2041,http://www.heritage8.org,512 W 1st St,Homer,IL,61849,1700106,Regular public school district that is not a component of a supervisory union,KG,12,Dr. Kimberly M Norton
IL,ILLINOIS,Ridgeview CUSD 19,(309)723-5111,http://www.ridgeview19.org,300 S Harrison St,Colfax,IL,61728,1700109,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Erik R Young
IL,ILLINOIS,North Chicago SD 187,(847)689-8150,http://www.d187.org,2000 Lewis Ave,North Chicago,IL,60064,1700110,Regular public school district that is not a component of a supervisory union,PK,12,Dr. John P Price
IL,ILLINOIS,Streator ESD 44,(815)672-2926,http://www.ses44.net,1520 N Bloomington St,Streator,IL,61364,1700112,Regular public school district that is not a component of a supervisory union,PK,08,Dr. Jeffrey Alstadt
IL,ILLINOIS,Illini Central CUSD 189,(217)482-5180,http://www.illinicentral.org,208 N West Ave,Mason City,IL,62664,1700113,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Jennifer Durbin
IL,ILLINOIS,South Central CUD 401,(618)547-3414,http://www.southcentralschools.org,501 S Madison St,Kinmundy,IL,62854,1700114,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Kerry Herdes
IL,ILLINOIS,Henry-Senachwine CUSD 5,(309)364-3614,http://www.hscusd5.org,1023 College St,Henry,IL,61537,1700115,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Michael S Miller
IL,ILLINOIS,Sangamon Area Spec Ed Dist,(217)786-3250,,2500 Taylor Ave,Springfield,IL,62703,1700116,Specialized public school district,N,N,
IL,ILLINOIS,Williamson Co Spec Educ District,(618)993-2138,,411 S Court St,Marion,IL,62959,1700118,Specialized public school district,N,N,
IL,ILLINOIS,North Shore SD 112,(224)765-3001,http://www.nssd112.org,445 Sheridan Rd,Highwood,IL,60040,1700119,Regular public school district that is not a component of a supervisory union,PK,08,Dr. Michael Lubelfeld
IL,ILLINOIS,Lostant CUSD 425,(815)368-3392,http://www.lostantcomets.org,315 W 3rd St,Lostant,IL,61334,1700120,Regular public school district that is not a component of a supervisory union,KG,08,Mr. Robert Ketcham
IL,ILLINOIS,Shiloh CUSD 1,(217)531-1850,http://www.shiloh1.org,21751 N 575th St,Hume,IL,61932,1700122,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Morgan Wilhoit
IL,ILLINOIS,Meridian CUSD 15,(217)764-5269,http://www.meridianhawks.net,728 S Wall St,Macon,IL,62544,1700123,Regular public school district that is not a component of a supervisory union,PK,12,Dr. Shane Gordon
IL,ILLINOIS,Bureau Valley CUSD 340,(815)445-3101,http://www.bv340.com,9068 2125 N Avenue,Manilus,IL,61338,1700125,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Jason Stabler
IL,ILLINOIS,Midland CUSD 7,(309)469-2061,http://www.midland-7.net,901 Hilltop Dr,Sparland,IL,61565,1700126,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Jeremy Gauwitz
IL,ILLINOIS,St Clair ROE Special Education,(618)825-3900,,1000 S Illinois St,Belleville,IL,62220,1700147,Specialized public school district,N,N,
IL,ILLINOIS,North DuPage Sp Ed Cooperative,(630)894-0490,,132 E Pine Ave,Roselle,IL,60172,1700152,Specialized public school district,N,N,
IL,ILLINOIS,Lewistown CUSD 97,(309)547-5826,,15501 E Avenue L,Lewistown,IL,61542,1700153,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Jeff Braun
IL,ILLINOIS,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,(217)277-2080,http://www.roe1.org,507 Vermont St,Quincy,IL,62301,1700162,Other local education agency,06,12,
IL,ILLINOIS,BMP Tri County Special Ed Coop,(815)646-8031,,400 N Galena St,Tiskilwa,IL,61368,1700164,Specialized public school district,N,N,
IL,ILLINOIS,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,(618)283-5011,http://www.roe3.org,1500 W Jefferson St,Vandalia,IL,62471,1700165,Other local education agency,06,12,
IL,ILLINOIS,Boone/Winnebago ROE,(815)636-3060,,300 Heart Blvd,Loves Park,IL,61111,1700166,Other local education agency,04,12,
IL,ILLINOIS,Bureau/Henry/Stark ROE,(309)936-7890,,107 S State St,Atkinson,IL,61235,1700168,Other local education agency,04,12,
IL,ILLINOIS,Calhoun/Greene/Jersy/Macoupin ROE,(217)854-4016,http://www.roe40.com,227 E 1St South St,Carlinville,IL,62626,1700169,Other local education agency,04,12,
IL,ILLINOIS,Carroll/Jo Daviess/Stephenson ROE,(815)599-1408,http://www.roe8.com,27 S State Ave Ste 101,Freeport,IL,61032,1700170,Other local education agency,06,12,
IL,ILLINOIS,Champaign/Ford ROE,(217)893-3219,,3358 Big Pine Trail,Champaign,IL,61822,1700171,Other local education agency,06,12,
IL,ILLINOIS,Clay/Cwford/Jsper/Lwrnce/Rhland,(618)544-2719,http://www.roe12.org,300 W Main St Ste 307,Robinson,IL,62454,1700173,Other local education agency,06,12,
IL,ILLINOIS,Clintn/Jeffrsn/Marin/Washngtn ROE,(618)244-8040,http://www.roe13.k12.il.us,1710 Broadway St,Mount Vernon,IL,62864,1700174,Other local education agency,04,12,
IL,ILLINOIS,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,(217)348-0151,http://roe11.org,730 7th St,Charleston,IL,61920,1700175,Other local education agency,KG,12,
IL,ILLINOIS,Cowden-Herrick CUSD 3A,(217)783-2126,http://cowden-herrick.k12.il.us,633 County Highway 22,Cowden,IL,62422,1700176,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Seth Schuler
IL,ILLINOIS,DeWitt/Livingstn/Logan/McLean ROE,(309)888-5120,,201 E Grove St Ste 300,Bloomington,IL,61701,1700177,Other local education agency,07,12,
IL,ILLINOIS,De Kalb ROE,(815)217-0460,http://www.dekalbcounty.org/roe,2500 N Annie Glidden Rd Ste C,Dekalb,IL,60115,1700178,Other local education agency,07,12,
IL,ILLINOIS,DuPage ROE,(630)407-5800,http://www.dupageroe.org,421 N County Farm Rd,Wheaton,IL,60187,1700179,Other local education agency,06,12,
IL,ILLINOIS,Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh,(618)253-5581,,512 N Main St,Harrisburg,IL,62946,1700180,Other local education agency,06,12,
IL,ILLINOIS,Frankln/Johnsn/Massc/Willimsn ROE,(618)998-1283,http://www.roe21.org,901 Public Square,Benton,IL,62812,1700182,Other local education agency,04,12,
IL,ILLINOIS,Grundy/Kendall ROE,(815)941-3247,http://www.roe24.org,1320 Union St,Morris,IL,60450,1700184,Other local education agency,06,12,
IL,ILLINOIS,Hancck/Fultn/Schuylr/McDonogh ROE,(309)575-3226,http://www.roe26.net,130 S Lafayette St Ste 200,Macomb,IL,61455,1700186,Other local education agency,KG,12,
IL,ILLINOIS,Region 07 South Cook ISC 4,(708)754-6600,,253 W Joe Orr Rd,Chicago Heights,IL,60411,1700188,Other local education agency,06,12,
IL,ILLINOIS,Iroquois/Kankakee ROE,(815)937-2950,http://www.i-kan.org,1 Stuart Dr,Kankakee,IL,60901,1700189,Other local education agency,06,12,
IL,ILLINOIS,Alxndr/Jcksn/Pulsk/Prry/Union ROE,(618)687-7290,,101 Spero Dr,Murphysboro,IL,62966,1700190,Other local education agency,06,12,
IL,ILLINOIS,Kane ROE,(630)232-5955,http://www.kaneroe.org,28 N 1st St,Geneva,IL,60134,1700191,Other local education agency,04,12,
IL,ILLINOIS,Henderson/Knox/Mercer/Warren ROE,(309)345-3828,,932 Harrison St,Galesburg,IL,61401,1700192,Other local education agency,06,12,
IL,ILLINOIS,Lake ROE,(847)543-7833,http://www.lake.k12.il.us,300 Center Dr Ste 100,Vernon Hills,IL,60061,1700193,Other local education agency,06,12,
IL,ILLINOIS,La Salle/Marshall/Putnam ROE,(815)434-0780,http://www.roe35.org/,119 W Madison St Ste 102,Ottawa,IL,61350,1700194,Other local education agency,04,12,
IL,ILLINOIS,Lee/Ogle/Whiteside ROE,(815)625-1495,http://www.leeogle.org,2214 E 4Th St Ste B,Sterling,IL,61081,1700195,Other local education agency,04,12,
IL,ILLINOIS,Macon/Piatt ROE,(217)872-3721,http://www.roe39.org,3433 Rupp Pkwy,Decatur,IL,62526,1700197,Other local education agency,04,12,
IL,ILLINOIS,Madison ROE,(618)296-4530,http://www.roe41.org,157 N Main St Ste 438,Edwardsville,IL,62025,1700198,Other local education agency,06,12,
IL,ILLINOIS,McHenry ROE,(815)334-4055,http://www.mchenryroe.org,408 S Il Route 31,Mchenry,IL,60050,1700200,Other local education agency,04,12,
IL,ILLINOIS,Mid-State Spec Educ Jnt Agr,(217)526-8121,,202 Prairie St,Morrisonville,IL,62546,1700201,Specialized public school district,N,N,
IL,ILLINOIS,Monroe/Randolph ROE,(618)680-0154,,134 N Main St,Red Bud,IL,62278,1700202,Other local education agency,06,12,
IL,ILLINOIS,Peoria ROE,(309)672-6906,http://www.peoriaroe.org,2116 N Sheridan Rd Ste A,Peoria,IL,61604,1700203,Other local education agency,06,12,
IL,ILLINOIS,Rock Island ROE,(309)736-1111,http://www.riroe.com,3430 Avenue of The Cities,Moline,IL,61265,1700204,Other local education agency,07,12,
IL,ILLINOIS,Menard/Sangamon ROE,(217)753-6620,http://www.roe51.org,2201 S Dirksen Pkwy,Springfield,IL,62703,1700206,Other local education agency,04,12,
IL,ILLINOIS,Spec Ed Dist of McHenry Co-Sedom,(815)338-3622,,1200 Claussen Dr,Woodstock,IL,60098,1700207,Specialized public school district,N,N,
IL,ILLINOIS,Saint Clair ROE,(618)825-3935,,1000 S Illinois St,Belleville,IL,62220,1700208,Other local education agency,04,12,
IL,ILLINOIS,Mason/Tazewell/Woodford ROE,(309)477-2290,http://www.roe53.net,2400 N Main St Ste C,East Peoria,IL,61611,1700209,Other local education agency,06,12,
IL,ILLINOIS,Vermilion ROE,(217)431-2668,,200 S College St Ste B,Danville,IL,61832,1700211,Other local education agency,06,12,
IL,ILLINOIS,Will ROE,(708)701-0743,http://www.willroe.org,116 N Chicago St Ste 400,Joliet,IL,60432,1700213,Other local education agency,06,12,
IL,ILLINOIS,Christopher USD 99,(618)724-9461,,1 Bearcat Dr,Christopher,IL,62822,1700217,Regular public school district that is not a component of a supervisory union,PK,12,Mrs. Kashia B Cook
IL,ILLINOIS,Prairie Crossing Charter School,(847)543-9722,http://www.prairiecrossingcharterschool.org,1531 Jones Point Rd,Grayslake,IL,60030,1700218,Independent charter district,KG,08,
IL,ILLINOIS,Region 05 North Cook ISC 1,(847)824-8300,http://ncisc.org,1001 E Touhy Ave Ste 200,Des Plaines,IL,60018,1700220,Other local education agency,06,12,
IL,ILLINOIS,Region 06 West Cook ISC 2,(708)449-4284,http://www.west40.org,415 Lexington St,Maywood,IL,60153,1700221,Other local education agency,04,12,
IL,ILLINOIS,Nippersink SD 2,(815)678-6863,http://www.nippersinkdistrict2.org,4213 US Highway 12,Richmond,IL,60071,1700222,Regular public school district that is not a component of a supervisory union,PK,08,Dr. Tom Lind
IL,ILLINOIS,Okaw Valley CUSD 302,(217)665-3232,http://www.okawvalley.org,709 S Saint John St,Bethany,IL,61914,1700223,Regular public school district that is not a component of a supervisory union,PK,12,Mr. Kent Stauder
IL,ILLINOIS,Spec Educ Assoc of Peoria County,(309)697-0880,,4812 Pfeiffer Rd,Peoria,IL,61607,1700225,Specialized public school district,N,N,
IL,ILLINOIS,Bi-County Special Educ Coop,(815)622-0858,,1900 W Le Fevre Rd Ste A,Sterling,IL,61081,1700227,Specialized public school district,KG,12,
IL,ILLINOIS,LaSalle Putnam Alliance,(815)433-6433,,1009 Boyce Memorial Dr,Ottawa,IL,61350,1700228,Specialized public school district,N,N,
IL,ILLINOIS,Livingston Co Spec Services Unit,(815)844-7115,,205 N Adams St,Flanagan,IL,61740,1700229,Specialized public school district,N,N,
IL,ILLINOIS,West Central Regional System,(217)224-3775,http://www.qps.org/qavtc/about-qavtc/,219 Baldwin Dr,Quincy,IL,62301,1700231,Service agency,N,N,
IL,ILLINOIS,Five County Reg Voc System,(618)747-2703,http://www.fivecountyrvs.com/,130 Washington Ave,Tamms,IL,62988,1700233,Service agency,N,N,
IL,ILLINOIS,Bond Fayette Effingham EFE 410,(618)283-5150,http://www.okaw.us/,1109 N 8th St,Vandalia,IL,62471,1700234,Service agency,N,N,
IL,ILLINOIS,Career Educ Assoc of N Central IL,(815)636-3060,http://www.ceanci.org,300 Heart Blvd,Loves Park,IL,61111,1700235,Service agency,N,N,
IL,ILLINOIS,Eagle Ridge Vocational Del Sys,(815)858-2203,http://www.cteacademy.net,950 Us Highway 20 W,Elizabeth,IL,61028,1700236,Service agency,N,N,
IL,ILLINOIS,Career & Tech Educ Consortium,(815)232-0709,http://www.careertec-il.org,2037 W Galena Ave,Freeport,IL,61032,1700238,Service agency,N,N,
IL,ILLINOIS,Ford Special Education Coop,(217)784-5470,,307 N Sangamon Ave,Gibson City,IL,60936,1700239,Specialized public school district,N,N,
IL,ILLINOIS,Eastern IL EFE System,(217)258-6283,,121 S 17Th St Fl 3,Mattoon,IL,61938,1700242,Service agency,N,N,
IL,ILLINOIS,Twin Rivers Career & Tech Ed Sys,(618)546-2367,,11220 State Highway 1,Robinson,IL,62454,1700243,Service agency,N,N,
IL,ILLINOIS,Clay/Jasper/Richland/N Wayne RDS,(618)662-4059,,600 S Locust St,Flora,IL,62839,1700244,Service agency,N,N,
