RCDTS,DistrictName,Superintendent,Telephone,Website,City,CountyName,GradesServed,Mailing Address,Zip
070162060,Bloom Twp HSD 206,Dr. Lenell Navarre,708-755-7010,,Chicago Heights,Cook,9-12,100 W 10th St,60411 2002
070162100,Lemont Twp HSD 210,Dr. Matt  Maxwell,630-243-3260,http://www.lhs210.net,Lemont,Cook,9-12,800 Porter St,60439 3777
070162150,Thornton Fractional Twp HSD 215,Mr. Raymond Williams,708-585-2309,https://www.tfd215.org/,Lansing,Cook,9-12,18601 Torrence Ave,60438 2830
070162170,Argo CHSD 217,Dr. Brandon Cotter,708-728-3200,http://www.argohs.net,Summit,Cook,9-12,7329 W 63rd St,60501 1817
070162180,CHSD 218,Dr. Josh Barron,708-424-2000,http://chsd218.org,Oak Lawn,Cook,9-12,10701 Kilpatrick Ave,60453 6203
070162200,Reavis Twp HSD 220,Dr. Daniel J Riordan,708-599-7200,http://www.reavisd220.org,Burbank,Cook,9-12,6034 W 77th St,60459 3112
070162270,Rich Twp HSD 227,Dr. Johnnie Thomas,708-679-5737,http://www.rich227.org,Matteson,Cook,9-12,20550 S Cicero Ave,60443 1646
070162280,Bremen CHSD 228,Dr. Brad Sikora,708-389-1175,,Midlothian,Cook,9-12,15233 Pulaski Rd,60445 3755
070162290,Oak Lawn CHSD 229,Dr. Shahe Bagdasarian,708-424-5200,http://www.olchs.org,Oak Lawn,Cook,9-12,9400 Southwest Hwy,60453 2372
070162300,Cons HSD 230,Dr. Robert Nolting,708-745-5210,http://www.d230.org,Orland Park,Cook,9-12,15100 S 94th Ave,60462 3291
070162310,Evergreen Park CHSD 231,Mr. Thomas OMalley,708-424-7400,,Evergreen Park,Cook,9-12,9901 S Kedzie Ave,60805 3416
070162330,Homewood Flossmoor CHSD 233,Dr. Jennifer Norrell,708-799-3000,,Flossmoor,Cook,9-12,999 Kedzie Ave,60422 2248
080083080,Eastland CUSD 308,Dr. Alex Kashner,815-864-2300,http://www.eastland308.com,Shannon,Carroll,P-12,601 S Chestnut St,61078 9015
080083140,West Carroll CUSD 314,Dr. Heidi Deininger,815-244-2005,http://www.wc314.org,Mount Carroll,Carroll,P-12,633 S East St,61053 1462
080083990,Chadwick-Milledgeville CUSD 399,Mr. Timothy J Schurman,815-225-5839,http://www.dist399.net,Milledgeville,Carroll,P-12,100 E 8Th St,61051 9016
080431190,East Dubuque USD 119,TJ Potts,815-747-2111,http://www.eastdbqschools.org,East Dubuque,Jo Daviess,P-12,100 N School Rd,61025 1174
080431200,Galena USD 120,Mr. Timothy Vincent,815-777-3086,http://www.gusd120.k12.il.us,Galena,Jo Daviess,P-12,1206 Franklin St,61036 1317
080432050,Warren CUSD 205,Dr. Shawn Steven Teske,815-745-2653,http://205warren.net,Warren,Jo Daviess,P-12,311 S Water St,61087 9360
080432060,Stockton CUSD 206,Mr. James Bunting,815-947-3391,http://www.stocktonschools.com,Stockton,Jo Daviess,P-12,540 N Rush St,61085 1033
080432100,River Ridge CUSD 210,Mrs. Colleen Fox,815-858-9005,http://riverridge210.org,Hanover,Jo Daviess,P-12,4141 IL Route 84 S,61041 9631
080432110,Scales Mound CUSD 211,Dr. Marybeth DeLaMar,815-845-2215,,Scales Mound,Jo Daviess,P-12,210 Main St,61075 9393
080891450,Freeport SD 145,Dr. Anna Alvarado,815-232-0300,http://www.freeport.k12.il.us,Freeport,Stephenson,P-12,501 E South St,61032 9676
080892000,Pearl City CUSD 200,Dr. Michael Schiffman,815-443-2715,http://www.pcwolves.net,Pearl City,Stephenson,P-12,100 S Summit St,61062
080892010,Dakota CUSD 201,Jenny Keffer,844-632-5682,http://www.dakota201.org,Dakota,Stephenson,P-12,400 Campus Dr,61018 9803
080892020,Lena Winslow CUSD 202,Dr. Thomas R Chiles,815-369-2525,http://www.le-win.net/,Lena,Stephenson,P-12,401 Fremont St,61048 8610
080892030,Orangeville CUSD 203,Mrs. Julie Katzenberger,815-789-4289,http://www.orangevillecusd.com,Orangeville,Stephenson,P-12,201 S Orange St,61060 9720
090100010,Fisher CUSD 1,Ms. Barbara Thompson,217-897-6125,http://district.fisherk12.com/district,Fisher,Champaign,K-12,801 S 5th St,61843 9522
090100030,Mahomet-Seymour CUSD 3,Dr. Kenneth Lee,217-586-2161,http://www.mahometseymour.org,Mahomet,Champaign,P-12,1301 S Bulldog Dr,61853
090100040,Champaign CUSD 4,Mr. Daniel Casillas,217-351-3838,http://champaignschools.org,Champaign,Champaign,P-12,502 W Windsor Rd,61820 7739
090100070,Tolono CUSD 7,Dr. Brian Brink,217-485-6510,http://www.unitsevenschools.com,Tolono,Champaign,P-12,PO Box 720,61880 0720
090100080,Heritage CUSD 8,Dr. Kimberly M Norton,217-896-2041,http://www.heritage8.org,Homer,Champaign,K-12,512 W 1st St,61849 1215
090101160,Urbana SD 116,Dr. Jennifer Ivory Tatum,217-384-3636,http://www.usd116.org,Urbana,Champaign,P-12,PO Box 3039,61803 3039
090101300,Thomasboro CCSD 130,Bonnie McArthur,217-643-3275,http://www.thomasboro.k12.il.us,Thomasboro,Champaign,P-8,201 N Phillips St,61878 9784
090101370,Rantoul City SD 137,Dr. Scott Woods,217-893-4171,http://www.rcs137.org,Rantoul,Champaign,P-8,1 Aviation Ctr,61866 3481
090101420,Ludlow CCSD 142,Mr. Jeffrey Graham,217-396-5261,http://www.roe9.k12.il.us,Ludlow,Champaign,K-8,PO Box 130,60949 0130
090101690,St Joseph CCSD 169,Lance Landeck,217-469-2291,https://www.stjoe.k12.il.us/,Saint Joseph,Champaign,P-8,PO Box 409,61873 0409
090101880,Gifford CCSD 188,Mr. Jared Ellison,217-568-7733,http://www.gifford.k12.il.us,Gifford,Champaign,K-8,PO Box 70,61847 0070
090101930,Rantoul Township HSD 193,Mr. Scott Amerio,217-892-6001,http://www.rths193.org,Rantoul,Champaign,9-12,200 S Sheldon St,61866 2431
090101970,Prairieview-Ogden CCSD 197,Mr. Todd Wilson,217-583-3300,http://www.pvo.k12.il.us,Royal,Champaign,K-8,PO Box 27,61871 0027
090103050,St Joseph Ogden CHSD 305,Mr. Brian Brooks,217-469-2586,http://www.sjo.k12.il.us,Saint Joseph,Champaign,9-12,PO Box 890,61873 0890
090270050,Gibson City-Melvin-Sibley CUSD 5,Mr. Jeremy Darnell,217-784-8296,http://www.gcmsk12.org,Gibson City,Ford,P-12,307 N Sangamon Ave,60936 1255
090270100,Paxton-Buckley-Loda CUD 10,Mr. Jon Kilgore,217-379-3314,http://pblunit10.com,Paxton,Ford,P-12,PO Box 50,60957 0050
11012002C,Marshall CUSD 2C,Mr. Kevin Ross,217-826-5912,http://www.marshallk12.net,Marshall,Clark,P-12,503 Pine St,62441 1467
11012003C,Martinsville CUSD 3C,Mr. Robert Waggoner,217-382-4321,http://www.martinsville.k12.il.us,Martinsville,Clark,P-12,PO Box K,62442 0166
11012004C,Casey-Westfield CUSD 4C,Mr. Mike Shackelford,217-932-2184,http://caseywestfield.org,Casey,Clark,P-12,401 E Main St,62420 1917
110150010,Charleston CUSD 1,Mr. Chad Burgett,217-639-1000,http://charleston.k12.il.us,Charleston,Coles,P-12,410 W Polk Ave,61920 2557
110150020,Mattoon CUSD 2,Mr. Tim Condron,217-238-8850,http://www.mattoon.k12.il.us,Mattoon,Coles,P-12,1701 Charleston Ave,61938 3936
110150050,Oakland CUSD 5,Mr. Nathan Pugh,217-346-2555,http://www.oak.k12.il.us,Oakland,Coles,P-12,310 Teeter St,61943 5304
110180030,Neoga CUSD 3,Mr. Kevin Haarman,217-775-6049,http://www.neoga.k12.il.us,Neoga,Cumberland,P-12,PO Box 280,62447 0280
110180770,Cumberland CUSD 77,Mr. Darrell W Houchin,217-923-3132,http://www.cumberland.k12.il.us,Toledo,Cumberland,P-12,1496 Illinois Route 121,62468 4214
110213010,Tuscola CUSD 301,Mr. Gary Alexander,217-253-4241,http://www.cusd301.org/,Tuscola,Douglas,P-12,409 S Prairie St,61953 1770
110213020,Villa Grove CUSD 302,Dr. Carol Munson,217-832-2261,,Villa Grove,Douglas,P-12,400 N Sycamore St,61956 9771
110213050,Arthur CUSD 305,Shannon Cheek,217-543-2511,http://www.cusd305.org,Arthur,Douglas,P-12,301 E Columbia St,61911 1403
110213060,Arcola CUSD 306,Mr. Tom Mulligan,217-268-4963,http://www.arcola.k12.il.us,Arcola,Douglas,P-12,351 W Washington St,61910 1120
110230010,Shiloh CUSD 1,Dr. Morgan Wilhoit,217-531-1850,http://www.shiloh1.org,Hume,Edgar,P-12,21751 N 575th St,61932 7013
110230030,Kansas CUSD 3,Mrs. Cindy J Spencer,217-948-5174,http://www.kansas.k12.il.us,Kansas,Edgar,P-12,310 S Front St,61933 6205
110230040,Paris CUSD 4,Mrs. Danette F Young,217-465-5391,http://www.crestwood.k12.il.us,Paris,Edgar,P-12,15601 US Highway 150,61944 6071
110230060,Edgar County CUD 6,Mr. Darren Loschen,217-269-2513,http://www.chrisman.k12.il.us,Chrisman,Edgar,P-12,23231 IL Highway 1,61924 7801
110230950,Paris-Union SD 95,Ms. Mary Morgan Ryan,217-465-8448,http://www.paris95.k12.il.us,Paris,Edgar,P-12,300 S Eads Ave,61944 1938
110703000,Sullivan CUSD 300,Dr. Ted Walk,217-728-8341,http://home.sullivan.k12.il.us/,Sullivan,Moultrie,P-12,725 N Main St,61951 1540
110703020,Okaw Valley CUSD 302,Mr. Kent Stauder,217-665-3232,http://www.okawvalley.org,Bethany,Moultrie,P-12,PO Box 97,61914 0097
110870010,Windsor CUSD 1,Mr. Erik Van Hoveln,217-459-2636,https://www.windsorcusd.org/,Windsor,Shelby,P-12,1424 Minnesota Ave,61957 1010
11087003A,Cowden-Herrick CUSD 3A,Mr. Seth Schuler,217-783-2126,http://cowden-herrick.k12.il.us,Cowden,Shelby,P-12,633 County Highway 22,62422 4104
110870040,Shelbyville CUSD 4,Mr. Shane Schuricht,217-774-4626,,Shelbyville,Shelby,P-12,720 W Main St,62565 1334
11087005A,Stewardson-Strasburg CUD 5A,Mr. Kenny Schwengel,217-682-3355,http://www.stew-stras.org,Strasburg,Shelby,P-12,2806 E 600 North Rd,62465 4102
110870210,Central A & M CUD 21,Mrs. Sacha Young,217-226-4042,http://www.camraiders.com,Assumption,Shelby,P-12,406 E Colegrove,62510 1032
120130100,Clay City CUSD 10,Mr. John Neubaum,618-676-1431,http://claycityschools.org,Clay City,Clay,P-12,PO Box 542,62824 0542
120130250,North Clay CUSD 25,Mr. Keith Price,618-665-3358,http://www.northclayschools.com,Louisville,Clay,P-12,PO Box C,62858 0903
120130350,Flora CUSD 35,Dr. Joel Hackney,618-662-2412,http://floraschools.com,Flora,Clay,P-12,630 Vincennes Ave,62839 2155
120170010,Hutsonville CUSD 1,Mr. Travis Titsworth,618-563-4912,http://www.hutsonvilletigers.net,Hutsonville,Crawford,P-12,500 W Clover St,62433 1017
120170020,Robinson CUSD 2,Mr. Kyle Klier,618-544-7511,http://www.robinsonschools.com,Robinson,Crawford,P-12,PO Box 190,62454 0189
120170030,Palestine CUSD 3,Jessica Nicole Sisil,618-586-2713,https://www.palestinecusd3.net/,Palestine,Crawford,P-12,205 S Washington St,62451 1060
120170040,Oblong CUSD 4,Mrs. Michelle Meese,618-592-3933,http://www.oblongschools.net,Oblong,Crawford,P-12,PO Box 40,62449 0040
120400010,Jasper County CUD 1,Mr. Joe Sornberger,618-783-8459,http://www.jaspercountyschools.net,Newton,Jasper,P-12,1401 Clayton Ave,62448 1765
120510100,Red Hill CUSD 10,Mr. Jakie Walker,618-945-2061,http://cusd10.org,Bridgeport,Lawrence,P-12,1250 Judy Ave,62417 1321
120510200,Lawrence County CUD 20,Mr. Doug Daugherty,618-943-2326,http://www.cusd20.com,Lawrenceville,Lawrence,P-12,1802 Cedar St,62439 2157
120800010,Richland County CUSD 1,Mr. Jason Fox,618-395-2324,http://rccu1.net,Olney,Richland,P-12,1100 E Laurel St,62450 2508
130140010,Carlyle CUSD 1,Mrs. Annie Gray,618-594-8283,http://www.carlyle1.org,Carlyle,Clinton,K-12,1400 13th St,62231 1011
130140030,Wesclin CUSD 3,Mrs. Jennifer C Filyaw,618-224-7583,http://www.wesclin.org,Trenton,Clinton,P-12,699 Wesclin Rd,62293 2627
130140120,Breese ESD 12,Dr. Ryan Ketchum,618-526-7128,http://d12bobcats.org,Breese,Clinton,P-8,777 Memorial Dr,62230 1376
130140210,Aviston SD 21,Mr. Phillip R Hamil,618-228-7245,http://www.avistonk-8.org,Aviston,Clinton,P-8,350 S Hull St,62216 3407
130140460,Willow Grove SD 46,Mr. Dave Fults,618-532-3313,http://www.willowgroveschool.com,Centralia,Clinton,P-8,815 W 7th St,62801 5726
130140570,Bartelso SD 57,Mr. Tom Siegler,618-765-2164,http://www.bartelsobraves.com,Bartelso,Clinton,P-8,PO Box 267,62218 0267
130140600,Germantown SD 60,Mrs. Robin M Becker,618-523-4253,http://www.ges60.org,Germantown,Clinton,P-8,PO Box 400,62245 0400
130140620,Damiansville SD 62,Mr. Kent Hawley,618-248-5188,http://www.dville62.com,Damiansville,Clinton,P-8,101 E Main St,62215 1303
130140630,Albers SD 63,Mike Toeben,618-248-5146,http://www.albersschool.dyndns.org,Albers,Clinton,P-8,PO Box 104,62215 0104
130140710,Central CHSD 71,Dr. Dustin Foutch,618-526-4510,http://www.centralcougars.org,Breese,Clinton,9-12,7740 Old US Highway 50,62230 3822
130141415,St Rose SD 14-15,Dr. Erick R Baer,618-526-7484,http://www.strosedistrict14-15.com,Breese,Clinton,P-8,18004 Saint Rose Rd,62230 2578
130141860,North Wamac SD 186,Mr. Brad E Morris,618-532-1826,http://northwamac.com,Centralia,Clinton,K-8,1500 Case St,62801 5050
130410010,Waltonville CUSD 1,Mr. Mike Denault,618-279-7211,https://www.wcusd1.org/,Waltonville,Jefferson,P-12,804 W Knob St,62894 2812
130410020,Rome CCSD 2,Sarah Mellott,618-266-7214,http://www.rome2.net,Dix,Jefferson,P-8,233 W South St,62830 1403
130410030,Field CCSD 3,Ms. Jennifer Arnold,618-755-4611,http://www.fieldpanthers.com,Texico,Jefferson,P-8,21075 N Hails Ln,62889 2932
130410050,Opdyke-Belle-Rive CCSD 5,Dr. DiAnna Thompson,618-756-2492,http://www.obr5.org/,Opdyke,Jefferson,K-8,19380 E 4Th St,62872 1014
130410060,Grand Prairie CCSD 6,Mrs. Tommi Ryan,618-249-6289,,Centralia,Jefferson,K-8,21462 N Richview Ln,62801 8520
130410120,McClellan CCSD 12,Mr. Robin E Brooks,618-244-8072,https://sites.google.com/site/mcclellanccschool/home,Mount Vernon,Jefferson,K-8,9475 N IL Highway 148,62864 6379
130410790,Summersville SD 79,Dr. Kimberly Dawn Matthews,618-244-8079,http://www.summersville79.com,Mount Vernon,Jefferson,K-8,1118 Fairfield Rd,62864 5726
130410800,Mount Vernon SD 80,Mr. Ryan H Swan,618-244-8080,http://www.mtv80.org,Mount Vernon,Jefferson,P-8,2710 North St,62864 2317
130410820,Bethel SD 82,Mr. Charley Cass,618-244-8095,https://www.bethelschool.net,Mount Vernon,Jefferson,P-8,1201 Bethel Rd,62864 7231
130410990,Farrington CCSD 99,Jamey Hodges,618-755-4414,https://www.farrington99.net/,Bluford,Jefferson,K-8,20941 E Divide Rd,62814 2402
130411780,Spring Garden Community Consolidated School District 178,Dr. Tammy Beckham,618-244-8070,,Mount Vernon,Jefferson,K-8,14975 E Bakerville Rd,62864 7100
130412010,Mt Vernon Twp HSD 201,Mr. Chad LeCrone,618-244-3700,http://www.mvths.org,Mount Vernon,Jefferson,9-12,11101 N Wells Bypass Rd,62864 6588
130412090,Woodlawn Unit School District 209,Mr. Eric Helbig,618-735-2631,,Woodlawn,Jefferson,P-12,300 N Central St,62898 1136
130413180,Bluford Unit School District 318,Dr. Adam Cross,618-732-8242,,Bluford,Jefferson,K-12,901 6th St,62814 1418
130580010,Raccoon Cons SD 1,Mrs. Misty Johannes,618-532-7329,http://www.raccoonschool.org/,Centralia,Marion,P-8,3601 State Route 161,62801 9621
130580020,Kell Cons SD 2,Patrick Keeney,618-822-6234,,Kell,Marion,K-8,207 N Johnson St,62853 1637
130580070,Iuka CCSD 7,Mr. Derick Vincent,618-323-6233,http://www.iukaschool.com,Iuka,Marion,P-8,405 S Main St,62849 1011
130580100,Selmaville CCSD 10,Mrs. Brittany Boldt,618-548-2416,http://www.selmaville.com,Salem,Marion,P-8,3185 Selmaville Rd,62881 6603
130581000,Patoka CUSD 100,Justin Venhaus,618-432-5440,http://www.patokaschool.com,Patoka,Marion,P-12,1220 Kinoka Rd,62875 1300
130581110,Salem SD 111,Dr. Leslie Foppe,618-548-7702,http://www.salem111.com,Salem,Marion,P-8,1300 Bobcat Cir,62881 4274
130581330,Central City SD 133,Mr. Jordan Queen,618-532-9521,http://www.ccs133.com,Centralia,Marion,P-8,129 Douglas St,62801 2129
130581350,Centralia SD 135,Christina Becker,618-532-1907,http://www.ccs135.com,Centralia,Marion,P-8,400 S Elm St,62801 3910
130582000,Centralia HSD 200,Chuck Lane,618-532-7391,,Centralia,Marion,9-12,2100 E Calumet St,62801 6511
130584010,South Central CUD 401,Mr. Kerry Herdes,618-547-3414,http://www.southcentralschools.org,Kinmundy,Marion,P-12,501 S Madison St,62854 2464
130585010,Sandoval CUSD 501,Mr. Matt Dannaman,618-247-3233,http://sandoval501.org,Sandoval,Marion,P-12,859 W Missouri Ave,62882 1031
130586000,Salem CHSD 600,Dr. Brad Detering,618-548-0727,http://www.salemhigh.com,Salem,Marion,9-12,1200 N Broadway Ave,62881 4204
130587220,Odin PSD 722,Mr. Quinton  Marcum,618-740-4183,http://www.odinpublicschools.org,Odin,Marion,P-12,102 S Merritt St,62870 1112
130950010,Oakdale CCSD 1,Mr. Charles Peterson,618-329-5292,http://www.oakdalegs.org,Oakdale,Washington,K-8,280 E Main St,62268 3116
130950100,West Washington Co CUD 10,Mr. Keith Senior,618-243-6454,http://www.okawville-k12.org,Okawville,Washington,K-12,PO Box 27,62271 0027
130950110,Irvington CCSD 11,Mrs. Tiffany Delaney,618-249-6439,http://irvingtongradeschool.com,Irvington,Washington,K-8,PO Box 130,62848 0130
130950150,Ashley CCSD 15,Mr. Brian Hodge,618-485-6611,http://www.ashleyccsd15.org,Ashley,Washington,P-8,450 N Third St,62808 1259
130950490,Nashville CCSD 49,Mr. Michael Brink,618-327-3055,http://www.nashville49.org,Nashville,Washington,P-8,750 E Gorman St,62263 2007
130950990,Nashville CHSD 99,Mr. Brad R Turner,618-327-8286,http://www.nashville-k12.org,Nashville,Washington,9-12,1300 S Mill St,62263 2083
150162990,Chicago Public Schools District 299,Dr. Macquline  King,773-553-2747,http://www.cps.k12.il.us,Chicago,Cook,P-12,42 W Madison St 2nd Flr,60602 4413
160194240,Genoa Kingston CUSD 424,Dr. Chad M Wagner,815-784-6222,http://www.gkschools.org,Genoa,Dekalb,P-12,980 Park Ave,60135 1423
160194250,Indian Creek CUSD 425,Mr. Chad Willis,815-824-2197,http://www.indiancreekschools.org,Shabbona,Dekalb,P-12,506 S Shabbona Rd,60550 9784
160194260,Hiawatha CUSD 426,Mr. Jared Poynter,815-522-6676,http://www.hiawatha426..org,Kirkland,Dekalb,P-12,PO Box 428,60146 0428
160194270,Sycamore CUSD 427,Mr. Nicholas Reineck,815-899-8103,http://syc427.org,Sycamore,Dekalb,P-12,1947 Bethany Rd,60178 3138
160194280,DeKalb CUSD 428,Dr. Minerva Garcia Sanchez,815-754-2350,https://www.dist428.org/,Dekalb,Dekalb,P-12,901 S 4Th St,60115 4411
160194290,Hinckley Big Rock CUSD 429,Dr. Jessica Sonntag,815-286-7578,https://www.hbr429.org,Hinckley,Dekalb,P-12,700 E Lincoln Ave,60520 9502
160194300,Sandwich CUSD 430,Mr. Ryan J Janisch,815-786-2187,http://www.sandwich430.org,Sandwich,Dekalb,P-12,720 S Wells St,60548 2449
160194320,Somonauk CUSD 432,Mr. Jay Streicher,815-498-2314,http://www.somonauk.net,Somonauk,Dekalb,P-12,501 W Market St,60552 9794
170200150,Clinton CUSD 15,Mr. Drew Goebel,217-935-8321,http://www.cusd15.org,Clinton,Dewitt,P-12,1210 State Route 54W,61727 2302
170200180,Blue Ridge CUSD 18,Mr. Ryan Peyton,309-928-9141,http://www.blueridge18.org,Farmer City,Dewitt,P-12,411 N John St,61842 1159
170530050,Woodland CUSD 5,Dr. Tim Truesdale,815-672-5974,http://www.woodland5.net/,Streator,Livingston,P-12,5800 E 3000 North Rd,61364 8881
17053006J,Tri Point CUSD 6-J,Mr. Jay Bennett,815-253-6299,http://www.tripointschools.org,Kempton,Livingston,P-12,PO Box 128,60946 0128
170530080,Prairie Central CUSD 8,Mr. Brian Quam,815-692-2504,,Fairbury,Livingston,P-12,605 N 7th St,61739 1300
170530740,Flanagan-Cornell Dist 74,Mr. Jeremy Heck,815-796-2233,http://www.fc74.org,Flanagan,Livingston,P-12,202 E Falcon Hwy,61740 7503
170530900,Pontiac Twp HSD 90,Dr. Ryan McGuckin,815-844-6113,http://www.pontiac90.org,Pontiac,Livingston,9-12,1100 E Indiana Ave,61764 1204
170532300,Dwight Twp HSD 230,Mr. Josh DeLong,815-584-6216,http://www.dwight.k12.il.us,Dwight,Livingston,9-12,801 S Franklin St,60420 1339
170532320,Dwight Common SD 232,Mr. Josh DeLong,815-584-6216,http://www.dwight.k12.il.us,Dwight,Livingston,P-8,801 S Franklin St,60420 1339
170534250,Rooks Creek CCSD 425,Mr. Todd W Bean,815-743-5346,http://www.rookscreek.k12.il.us,Graymont,Livingston,K-8,PO Box 117,61743 0117
170534260,Cornell CCSD 426,Ms. Elisa Palmer,815-358-2216,http://cornellgradeschool.org,Cornell,Livingston,K-8,300 N 7th St,61319 9282
170534290,Pontiac CCSD 429,Mr. Mike Weaver,815-842-1533,http://www.pontiac429.org,Pontiac,Livingston,P-8,600 N Morrow St,61764 1451
170534350,Odell CCSD 435,Mr. Mark A Hettmansberger,815-998-2272,http://www.odellschool.com,Odell,Livingston,P-8,203 N East St,60460 9602
170534380,Saunemin CCSD 438,Mr. Gary Doughan,815-832-4421,http://www.saunemin.org,Saunemin,Livingston,P-8,39 Main St,61769 6110
170540210,Hartsburg Emden CUSD 21,Mr. Joe Yurko,217-642-5244,http://logan.k12.il.us/hartem,Hartsburg,Logan,K-12,400 W Front St,62643 7325
170540230,Mt Pulaski CUSD 23,Mr. Jason Spang,217-792-7222,http://www.mtpulaski.k12.il.us,Mount Pulaski,Logan,P-12,509 E Chestnut St,62548 1008
170540270,Lincoln ESD 27,Mr. Kent D Froebe,217-732-2522,http://www.lincoln27.com,Lincoln,Logan,P-8,304 8th St,62656 2658
170540610,Chester-East Lincoln CCSD 61,Mrs. Laura Irwin,217-732-4136,https://www.cel61.com,Lincoln,Logan,P-8,1300 1500th St,62656 5127
170540880,New Holland-Middletown ED 88,Mrs. Candi Shaver,217-445-2421,http://www.nhm88.com,Middletown,Logan,K-8,75 1250th St,62666 9734
170540920,West Lincoln-Broadwell ESD 92,Mrs. Heather D Baker,217-732-2630,http://www.wlb92.org,Lincoln,Logan,P-8,2695 Woodlawn Rd,62656 9632
170544040,Lincoln CHSD 404,Mr. Dwight Stricklin,217-732-4131,http://www.lchs.k12.il.us,Lincoln,Logan,9-12,1000 Railer Way,62656 3180
170640020,LeRoy CUSD 2,Jeff Baughman,309-962-4211,http://www.leroyk12.org,Le Roy,McLean,P-12,805 N Barnett St,61752 1221
170640030,Tri Valley CUSD 3,Mr. Benjamin Derges,309-378-2351,http://www.tri-valley3.org,Downs,McLean,P-12,410 E Washington St,61736 9380
170640040,Heyworth CUSD 4,Dr. Lisa Taylor,309-473-3727,http://www.husd4.org,Heyworth,McLean,P-12,308 W Cleveland St,61745 9337
170640050,McLean County USD 5,Dr. Kristen Kendrick Weikle,309-557-4400,http://www.unit5.org,Normal,McLean,P-12,1809 Hovey Ave,61761 4315
170640070,Lexington CUSD 7,Mr. Paul Deters,309-365-4141,http://www.lexington.k12.il.us,Lexington,McLean,P-12,100 E Wall St,61753 1462
170640160,Olympia CUSD 16,Laura ODonnell,309-379-6011,http://www.olympia.org,Stanford,McLean,P-12,903 E 800 North Rd,61774 9612
170640190,Ridgeview CUSD 19,Mr. Erik R Young,309-723-5111,http://www.ridgeview19.org,Colfax,McLean,P-12,300 S Harrison St,61728 9216
170640870,Bloomington SD 87,Dr. David Mouser,309-827-6031,http://www.district87.org,Bloomington,McLean,P-12,300 E Monroe St,61701 4028
190220020,Bensenville SD 2,Dr. Katherine McCluskey,630-766-5940,http://www.bsd2.org,Bensenville,Dupage,P-8,210 S Church Rd,60106 2303
190220040,Addison SD 4,Dr. Nick Sutton,630-458-2425,http://www.asd4.org,Addison,Dupage,P-8,222 N JF Kennedy Dr,60101 6602
190220070,Wood Dale SD 7,Dr. Shannon  M Dudek,630-595-9510,http://www.wd7.org,Wood Dale,Dupage,P-8,543 N Wood Dale Rd,60191 1535
190220100,Itasca SD 10,Mr. Craig E Benes,630-773-1232,http://www.itasca10.org,Itasca,Dupage,P-8,200 N Maple St,60143 1722
190220110,Medinah SD 11,Dr. Susan Redell,630-893-3737,http://www.medinah11.org,Roselle,Dupage,K-8,700 E Granville Ave,60172 1406
190220120,Roselle SD 12,Dr. Mary Henderson,630-529-2091,https://www.sd12.org/,Roselle,Dupage,P-8,100 E Walnut St,60172 2242
190220130,Bloomingdale SD 13,Dr. Jon Bartelt,630-671-5035,http://www.sd13.org,Bloomingdale,Dupage,P-8,164 Euclid Ave,60108 1634
190220150,Marquardt SD 15,Ms. Lucilla Davila,630-469-7615,,Glendale Heights,Dupage,P-8,1860 Glen Ellyn Rd,60139 2261
190220160,Queen Bee SD 16,Dr. Joseph R Williams,630-260-6110,http://www.queenbee16.org,Glendale Heights,Dupage,P-8,1560 Bloomingdale Rd,60139 2734
190220200,Keeneyville SD 20,Dr. Omar Castillo,630-894-4606,http://www.esd20.org,Hanover Park,Dupage,P-8,5540 Arlington Dr E,60133 5569
190220250,Benjamin SD 25,Dr. Patrick McGill,630-876-7800,http://www.bendist25.org,West Chicago,Dupage,P-8,28W250 Saint Charles Rd,60185 1454
190220330,West Chicago ESD 33,Ms. Kristina Davis,630-293-6000,http://wego33.org,West Chicago,Dupage,P-8,312 E Forest Ave,60185 3528
190220340,Winfield SD 34,Dr. Matt Rich,630-909-4900,http://www.winfield34.org,Winfield,Dupage,P-8,0S150 Winfield Rd,60190 1266
190220410,Glen Ellyn SD 41,Dr. Jeffrey McHugh,630-790-6400,http://www.d41.org,Glen Ellyn,Dupage,P-8,793 N Main St,60137 3900
190220440,Lombard SD 44,Mr. Theodore Stec,630-827-4400,http://www.sd44.org,Lombard,Dupage,P-8,150 W Madison St,60148 3317
190220450,SD 45 DuPage County,Dr. Brian Graber,630-516-7700,http://www.d45.org,Villa Park,Dupage,P-8,255 W Vermont St,60181 1943
190220480,Salt Creek SD 48,Dr. Amy M Zaher,630-279-8400,http://www.saltcreek48.org,Villa Park,Dupage,P-8,1110 S Villa Ave,60181 3326
190220530,Butler SD 53,Dr. Paul OMalley,630-573-2887,http://www.butler53.com,Oak Brook,Dupage,P-8,2801 York Rd,60523 2334
190220580,Downers Grove GSD 58,Dr. Kevin Russell,630-719-5800,http://www.dg58.org,Downers Grove,Dupage,P-8,850 Curtiss St Ste 200,60515
190220600,Maercker SD 60,Dr. Sean Nugent,630-515-4840,http://www.maercker.org,Westmont,Dupage,P-8,1 S Cass Ave Ste 202,60559 1893
190220610,Darien SD 61,Dr. Robert Langman,630-968-7505,http://www.darien61.org,Darien,Dupage,P-8,7414 S Cass Ave,60561 3608
190220620,Gower SD 62,Dr. Victor Simon III,630-986-5383,http://www.gower62.com,Willowbrook,Dupage,P-8,7700 Clarendon Hills Rd,60527 2426
